Inception3   line 1 cols 1-10 is T_Identifier 
stride       line 393 cols 53-58 is T_stride 
=            line 393 cols 59-59 is '=' 
(            line 393 cols 60-60 is '(' 
1            line 393 cols 61-61 is T_IntConstant (value = 1)
,            line 393 cols 62-62 is ',' 
1            line 393 cols 64-64 is T_IntConstant (value = 1)
)            line 393 cols 65-65 is ')' 
,            line 393 cols 66-66 is ',' 
bias         line 393 cols 68-71 is T_bias 
=            line 393 cols 72-72 is '=' 
False        line 393 cols 73-77 is T_BoolConstant (value = false)
)            line 393 cols 78-78 is ')' 
(            line 394 cols 7-7 is '(' 
bn           line 394 cols 8-9 is T_Identifier 
)            line 394 cols 10-10 is ')' 
:            line 394 cols 11-11 is ':' 
BatchNorm2d  line 394 cols 13-23 is T_BatchNorm2d 
(            line 394 cols 24-24 is '(' 
448          line 394 cols 25-27 is T_IntConstant (value = 448)
,            line 394 cols 28-28 is ',' 
eps          line 394 cols 30-32 is T_eps 
=            line 394 cols 33-33 is '=' 
0.001        line 394 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 394 cols 39-39 is ',' 
momentum     line 394 cols 41-48 is T_momentum 
=            line 394 cols 49-49 is '=' 
0.1          line 394 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 394 cols 53-53 is ',' 
affine       line 394 cols 55-60 is T_Identifier 
=            line 394 cols 61-61 is '=' 
True         line 394 cols 62-65 is T_BoolConstant (value = true)
,            line 394 cols 66-66 is ',' 
track_running_stats line 394 cols 68-86 is T_track_running_stats 
=            line 394 cols 87-87 is '=' 
True         line 394 cols 88-91 is T_BoolConstant (value = true)
)            line 394 cols 92-92 is ')' 
)            line 395 cols 5-5 is ')' 
(            line 396 cols 5-5 is '(' 
branch3x3dbl_2 line 396 cols 6-19 is T_Identifier 
)            line 396 cols 20-20 is ')' 
:            line 396 cols 21-21 is ':' 
BasicConv2d  line 396 cols 23-33 is T_Identifier 
(            line 396 cols 34-34 is '(' 
(            line 397 cols 7-7 is '(' 
conv         line 397 cols 8-11 is T_Identifier 
)            line 397 cols 12-12 is ')' 
:            line 397 cols 13-13 is ':' 
Conv2d       line 397 cols 15-20 is T_Conv2d 
(            line 397 cols 21-21 is '(' 
448          line 397 cols 22-24 is T_IntConstant (value = 448)
,            line 397 cols 25-25 is ',' 
384          line 397 cols 27-29 is T_IntConstant (value = 384)
,            line 397 cols 30-30 is ',' 
kernel_size  line 397 cols 32-42 is T_kernel_size 
=            line 397 cols 43-43 is '=' 
(            line 397 cols 44-44 is '(' 
3            line 397 cols 45-45 is T_IntConstant (value = 3)
,            line 397 cols 46-46 is ',' 
3            line 397 cols 48-48 is T_IntConstant (value = 3)
)            line 397 cols 49-49 is ')' 
,            line 397 cols 50-50 is ',' 
stride       line 397 cols 52-57 is T_stride 
=            line 397 cols 58-58 is '=' 
(            line 397 cols 59-59 is '(' 
1            line 397 cols 60-60 is T_IntConstant (value = 1)
,            line 397 cols 61-61 is ',' 
1            line 397 cols 63-63 is T_IntConstant (value = 1)
)            line 397 cols 64-64 is ')' 
,            line 397 cols 65-65 is ',' 
padding      line 397 cols 67-73 is T_padding 
=            line 397 cols 74-74 is '=' 
(            line 397 cols 75-75 is '(' 
1            line 397 cols 76-76 is T_IntConstant (value = 1)
,            line 397 cols 77-77 is ',' 
1            line 397 cols 79-79 is T_IntConstant (value = 1)
)            line 397 cols 80-80 is ')' 
,            line 397 cols 81-81 is ',' 
bias         line 397 cols 83-86 is T_bias 
=            line 397 cols 87-87 is '=' 
False        line 397 cols 88-92 is T_BoolConstant (value = false)
)            line 397 cols 93-93 is ')' 
(            line 398 cols 7-7 is '(' 
bn           line 398 cols 8-9 is T_Identifier 
)            line 398 cols 10-10 is ')' 
:            line 398 cols 11-11 is ':' 
BatchNorm2d  line 398 cols 13-23 is T_BatchNorm2d 
(            line 398 cols 24-24 is '(' 
384          line 398 cols 25-27 is T_IntConstant (value = 384)
,            line 398 cols 28-28 is ',' 
eps          line 398 cols 30-32 is T_eps 
=            line 398 cols 33-33 is '=' 
0.001        line 398 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 398 cols 39-39 is ',' 
momentum     line 398 cols 41-48 is T_momentum 
=            line 398 cols 49-49 is '=' 
0.1          line 398 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 398 cols 53-53 is ',' 
affine       line 398 cols 55-60 is T_Identifier 
=            line 398 cols 61-61 is '=' 
True         line 398 cols 62-65 is T_BoolConstant (value = true)
,            line 398 cols 66-66 is ',' 
track_running_stats line 398 cols 68-86 is T_track_running_stats 
=            line 398 cols 87-87 is '=' 
True         line 398 cols 88-91 is T_BoolConstant (value = true)
)            line 398 cols 92-92 is ')' 
)            line 399 cols 5-5 is ')' 
(            line 400 cols 5-5 is '(' 
branch3x3dbl_3a line 400 cols 6-20 is T_Identifier 
)            line 400 cols 21-21 is ')' 
:            line 400 cols 22-22 is ':' 
BasicConv2d  line 400 cols 24-34 is T_Identifier 
(            line 400 cols 35-35 is '(' 
(            line 401 cols 7-7 is '(' 
conv         line 401 cols 8-11 is T_Identifier 
)            line 401 cols 12-12 is ')' 
:            line 401 cols 13-13 is ':' 
Conv2d       line 401 cols 15-20 is T_Conv2d 
(            line 401 cols 21-21 is '(' 
384          line 401 cols 22-24 is T_IntConstant (value = 384)
,            line 401 cols 25-25 is ',' 
384          line 401 cols 27-29 is T_IntConstant (value = 384)
,            line 401 cols 30-30 is ',' 
kernel_size  line 401 cols 32-42 is T_kernel_size 
=            line 401 cols 43-43 is '=' 
(            line 401 cols 44-44 is '(' 
1            line 401 cols 45-45 is T_IntConstant (value = 1)
,            line 401 cols 46-46 is ',' 
3            line 401 cols 48-48 is T_IntConstant (value = 3)
)            line 401 cols 49-49 is ')' 
,            line 401 cols 50-50 is ',' 
stride       line 401 cols 52-57 is T_stride 
=            line 401 cols 58-58 is '=' 
(            line 401 cols 59-59 is '(' 
1            line 401 cols 60-60 is T_IntConstant (value = 1)
,            line 401 cols 61-61 is ',' 
1            line 401 cols 63-63 is T_IntConstant (value = 1)
)            line 401 cols 64-64 is ')' 
,            line 401 cols 65-65 is ',' 
padding      line 401 cols 67-73 is T_padding 
=            line 401 cols 74-74 is '=' 
(            line 401 cols 75-75 is '(' 
0            line 401 cols 76-76 is T_IntConstant (value = 0)
,            line 401 cols 77-77 is ',' 
1            line 401 cols 79-79 is T_IntConstant (value = 1)
)            line 401 cols 80-80 is ')' 
,            line 401 cols 81-81 is ',' 
bias         line 401 cols 83-86 is T_bias 
=            line 401 cols 87-87 is '=' 
False        line 401 cols 88-92 is T_BoolConstant (value = false)
)            line 401 cols 93-93 is ')' 
(            line 402 cols 7-7 is '(' 
bn           line 402 cols 8-9 is T_Identifier 
)            line 402 cols 10-10 is ')' 
:            line 402 cols 11-11 is ':' 
BatchNorm2d  line 402 cols 13-23 is T_BatchNorm2d 
(            line 402 cols 24-24 is '(' 
384          line 402 cols 25-27 is T_IntConstant (value = 384)
,            line 402 cols 28-28 is ',' 
eps          line 402 cols 30-32 is T_eps 
=            line 402 cols 33-33 is '=' 
0.001        line 402 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 402 cols 39-39 is ',' 
momentum     line 402 cols 41-48 is T_momentum 
=            line 402 cols 49-49 is '=' 
0.1          line 402 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 402 cols 53-53 is ',' 
affine       line 402 cols 55-60 is T_Identifier 
=            line 402 cols 61-61 is '=' 
True         line 402 cols 62-65 is T_BoolConstant (value = true)
,            line 402 cols 66-66 is ',' 
track_running_stats line 402 cols 68-86 is T_track_running_stats 
=            line 402 cols 87-87 is '=' 
True         line 402 cols 88-91 is T_BoolConstant (value = true)
)            line 402 cols 92-92 is ')' 
)            line 403 cols 5-5 is ')' 
(            line 404 cols 5-5 is '(' 
branch3x3dbl_3b line 404 cols 6-20 is T_Identifier 
)            line 404 cols 21-21 is ')' 
:            line 404 cols 22-22 is ':' 
BasicConv2d  line 404 cols 24-34 is T_Identifier 
(            line 404 cols 35-35 is '(' 
(            line 405 cols 7-7 is '(' 
conv         line 405 cols 8-11 is T_Identifier 
)            line 405 cols 12-12 is ')' 
:            line 405 cols 13-13 is ':' 
Conv2d       line 405 cols 15-20 is T_Conv2d 
(            line 405 cols 21-21 is '(' 
384          line 405 cols 22-24 is T_IntConstant (value = 384)
,            line 405 cols 25-25 is ',' 
384          line 405 cols 27-29 is T_IntConstant (value = 384)
,            line 405 cols 30-30 is ',' 
kernel_size  line 405 cols 32-42 is T_kernel_size 
=            line 405 cols 43-43 is '=' 
(            line 405 cols 44-44 is '(' 
3            line 405 cols 45-45 is T_IntConstant (value = 3)
,            line 405 cols 46-46 is ',' 
1            line 405 cols 48-48 is T_IntConstant (value = 1)
)            line 405 cols 49-49 is ')' 
,            line 405 cols 50-50 is ',' 
stride       line 405 cols 52-57 is T_stride 
=            line 405 cols 58-58 is '=' 
(            line 405 cols 59-59 is '(' 
1            line 405 cols 60-60 is T_IntConstant (value = 1)
,            line 405 cols 61-61 is ',' 
1            line 405 cols 63-63 is T_IntConstant (value = 1)
)            line 405 cols 64-64 is ')' 
,            line 405 cols 65-65 is ',' 
padding      line 405 cols 67-73 is T_padding 
=            line 405 cols 74-74 is '=' 
(            line 405 cols 75-75 is '(' 
1            line 405 cols 76-76 is T_IntConstant (value = 1)
,            line 405 cols 77-77 is ',' 
0            line 405 cols 79-79 is T_IntConstant (value = 0)
)            line 405 cols 80-80 is ')' 
,            line 405 cols 81-81 is ',' 
bias         line 405 cols 83-86 is T_bias 
=            line 405 cols 87-87 is '=' 
False        line 405 cols 88-92 is T_BoolConstant (value = false)
)            line 405 cols 93-93 is ')' 
(            line 406 cols 7-7 is '(' 
bn           line 406 cols 8-9 is T_Identifier 
)            line 406 cols 10-10 is ')' 
:            line 406 cols 11-11 is ':' 
BatchNorm2d  line 406 cols 13-23 is T_BatchNorm2d 
(            line 406 cols 24-24 is '(' 
384          line 406 cols 25-27 is T_IntConstant (value = 384)
,            line 406 cols 28-28 is ',' 
eps          line 406 cols 30-32 is T_eps 
=            line 406 cols 33-33 is '=' 
0.001        line 406 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 406 cols 39-39 is ',' 
momentum     line 406 cols 41-48 is T_momentum 
=            line 406 cols 49-49 is '=' 
0.1          line 406 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 406 cols 53-53 is ',' 
affine       line 406 cols 55-60 is T_Identifier 
=            line 406 cols 61-61 is '=' 
True         line 406 cols 62-65 is T_BoolConstant (value = true)
,            line 406 cols 66-66 is ',' 
track_running_stats line 406 cols 68-86 is T_track_running_stats 
=            line 406 cols 87-87 is '=' 
True         line 406 cols 88-91 is T_BoolConstant (value = true)
)            line 406 cols 92-92 is ')' 
)            line 407 cols 5-5 is ')' 
(            line 408 cols 5-5 is '(' 
branch_pool  line 408 cols 6-16 is T_Identifier 
)            line 408 cols 17-17 is ')' 
:            line 408 cols 18-18 is ':' 
BasicConv2d  line 408 cols 20-30 is T_Identifier 
(            line 408 cols 31-31 is '(' 
(            line 409 cols 7-7 is '(' 
conv         line 409 cols 8-11 is T_Identifier 
)            line 409 cols 12-12 is ')' 
:            line 409 cols 13-13 is ':' 
Conv2d       line 409 cols 15-20 is T_Conv2d 
(            line 409 cols 21-21 is '(' 
2048         line 409 cols 22-25 is T_IntConstant (value = 2048)
,            line 409 cols 26-26 is ',' 
192          line 409 cols 28-30 is T_IntConstant (value = 192)
,            line 409 cols 31-31 is ',' 
kernel_size  line 409 cols 33-43 is T_kernel_size 
=            line 409 cols 44-44 is '=' 
(            line 409 cols 45-45 is '(' 
1            line 409 cols 46-46 is T_IntConstant (value = 1)
,            line 409 cols 47-47 is ',' 
1            line 409 cols 49-49 is T_IntConstant (value = 1)
)            line 409 cols 50-50 is ')' 
,            line 409 cols 51-51 is ',' 
stride       line 409 cols 53-58 is T_stride 
=            line 409 cols 59-59 is '=' 
(            line 409 cols 60-60 is '(' 
1            line 409 cols 61-61 is T_IntConstant (value = 1)
,            line 409 cols 62-62 is ',' 
1            line 409 cols 64-64 is T_IntConstant (value = 1)
)            line 409 cols 65-65 is ')' 
,            line 409 cols 66-66 is ',' 
bias         line 409 cols 68-71 is T_bias 
=            line 409 cols 72-72 is '=' 
False        line 409 cols 73-77 is T_BoolConstant (value = false)
)            line 409 cols 78-78 is ')' 
(            line 410 cols 7-7 is '(' 
bn           line 410 cols 8-9 is T_Identifier 
)            line 410 cols 10-10 is ')' 
:            line 410 cols 11-11 is ':' 
BatchNorm2d  line 410 cols 13-23 is T_BatchNorm2d 
(            line 410 cols 24-24 is '(' 
192          line 410 cols 25-27 is T_IntConstant (value = 192)
,            line 410 cols 28-28 is ',' 
eps          line 410 cols 30-32 is T_eps 
=            line 410 cols 33-33 is '=' 
0.001        line 410 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 410 cols 39-39 is ',' 
momentum     line 410 cols 41-48 is T_momentum 
=            line 410 cols 49-49 is '=' 
0.1          line 410 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 410 cols 53-53 is ',' 
affine       line 410 cols 55-60 is T_Identifier 
=            line 410 cols 61-61 is '=' 
True         line 410 cols 62-65 is T_BoolConstant (value = true)
,            line 410 cols 66-66 is ',' 
track_running_stats line 410 cols 68-86 is T_track_running_stats 
=            line 410 cols 87-87 is '=' 
True         line 410 cols 88-91 is T_BoolConstant (value = true)
)            line 410 cols 92-92 is ')' 
)            line 411 cols 5-5 is ')' 
)            line 412 cols 3-3 is ')' 
(            line 413 cols 3-3 is '(' 
avgpool      line 413 cols 4-10 is T_Identifier 
)            line 413 cols 11-11 is ')' 
:            line 413 cols 12-12 is ':' 
AdaptiveAvgPool2d line 413 cols 14-30 is T_AdaptiveAvgPool2d 
(            line 413 cols 31-31 is '(' 
output_size  line 413 cols 32-42 is T_output_size 
=            line 413 cols 43-43 is '=' 
(            line 413 cols 44-44 is '(' 
1            line 413 cols 45-45 is T_IntConstant (value = 1)
,            line 413 cols 46-46 is ',' 
1            line 413 cols 48-48 is T_IntConstant (value = 1)
)            line 413 cols 49-49 is ')' 
)            line 413 cols 50-50 is ')' 
(            line 414 cols 3-3 is '(' 
dropout      line 414 cols 4-10 is T_Identifier 
)            line 414 cols 11-11 is ')' 
:            line 414 cols 12-12 is ':' 
Dropout      line 414 cols 14-20 is T_Dropout 
